Review Title,Aircraft,Type of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food Beverages,Inflight Entertainment,Ground Service,Value For Money,Overall Rating,sentiment_score,sentiment_label,Sentiment Score,Sentiment,Review Length,Route Popularity,Airline Popularity,clean_review,Aircraft_Label
"""used to be such a wonderful airline""",Boeing 747-400,Couple Leisure,Economy Class,London to Cape Town,2017-03-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,3,1.8909548058743633,0.5719,Positive,0.5719,2,7,15,275,used to be such a wonderful airline,129
"""cabins are in need of refurbishment""",Boeing 747-400,Solo Leisure,First Class,Chicago to London Heathrow,2018-01-01,5.0,5.0,5.0,5.0,4.0,5,4.833333333333333,0.0,Neutral,0.0,1,6,7,275,cabins are in need of refurbishment,129
"""need to roll out promised changes""",Boeing 777-200,Couple Leisure,First Class,Toronto to London,2018-01-01,4.0,4.0,4.0,3.0,3.0,4,3.6666666666666665,0.3612,Positive,0.3612,2,6,10,171,need to roll out promised changes,157
British Airways customer review,Boeing 747,Solo Leisure,Economy Class,Las Vegas to Manchester via London,2018-01-01,1.0,2.0,1.0,2.0,1.0,1,1.3333333333333333,0.0,Neutral,0.0,1,4,1,135,british airways customer review,117
"""a terrible flight""",Boeing 777,Business,Business Class,London to Dubai,2018-01-01,2.0,1.0,1.0,1.4,3.0,1,1.5666666666666667,-0.4767,Negative,-0.4767,0,3,10,452,a terrible flight,145
"""go with a budget airline""",A320,Solo Leisure,Economy Class,Amsterdam to London,2018-01-01,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,Neutral,0.0,1,5,9,662,go with a budget airline,26
"""I was pleasantly surprised""",A380,Solo Leisure,Economy Class,London to Johannesburg,2017-12-01,5.0,5.0,4.0,4.0,4.0,4,4.333333333333333,0.6124,Positive,0.6124,2,4,21,302,i was pleasantly surprised,81
"""BA is now as bad as Ryanair""",A321,Business,Business Class,Gatwick to Funchal,2017-10-01,1.0,2.0,1.0,1.4,1.0,1,1.2333333333333334,-0.5423,Negative,-0.5423,0,7,3,126,ba is now as bad as ryanair,59
"""waiting on my luggage for five days""",A350,Solo Leisure,Business Class,London to Tel Aviv,2017-12-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,0.0,Neutral,0.0,1,7,4,39,waiting on my luggage for five days,79
"""I was sorely disappointed""",Boeing 747-400,Solo Leisure,Premium Economy,London to Cape Town,2017-12-01,1.0,3.0,4.0,1.0,2.0,1,2.0,-0.4767,Negative,-0.4767,0,4,15,275,i was sorely disappointed,129
"""their staff is the best""",Boeing 777-300ER,Family Leisure,First Class,Hong Kong to London,2017-12-01,4.0,5.0,5.0,3.4,4.0,4,4.233333333333333,0.6369,Positive,0.6369,2,5,11,18,their staff is the best,169
"""BA gets worse and worse""",A321,Couple Leisure,Business Class,Dublin to Heathrow,2017-12-01,1.0,1.0,1.0,1.4,1.0,1,1.0666666666666667,-0.7351,Negative,-0.7351,0,5,1,126,ba gets worse and worse,59
"""don’t waste your money flying BA""",Boeing 747-400,Couple Leisure,Economy Class,London to New York,2017-11-01,1.0,1.0,1.0,2.0,3.0,2,1.6666666666666667,-0.4215,Negative,-0.4215,0,6,9,275,dont waste your money flying ba,129
"""plane was very outdated""",Boeing 747-400,Family Leisure,Economy Class,New York to London,2017-12-01,4.0,4.0,4.0,3.0,3.0,3,3.5,0.0,Neutral,0.0,1,4,8,275,plane was very outdated,129
"""worst business class I have flown""",Boeing 787-9 / A319,Family Leisure,Business Class,Budapest to Philadelphia via London,2017-07-01,2.0,4.0,2.0,2.0,3.0,3,2.6666666666666665,-0.6249,Negative,-0.6249,0,6,1,2,worst business class i have flown,186
"""The attendants were polite""",A380,Solo Leisure,Premium Economy,London to Hong Kong,2017-12-01,4.0,4.0,4.0,4.0,5.0,3,4.0,0.0,Neutral,0.0,1,4,15,302,the attendants were polite,81
"""bad service with delayed luggage""",A321,Solo Leisure,Economy Class,London to Montreal,2017-12-01,2.0,4.0,2.0,3.0,1.0,1,2.1666666666666665,-0.6597,Negative,-0.6597,0,5,3,126,bad service with delayed luggage,59
"""currently looking for the luggage""",Boeing 777,Family Leisure,First Class,London to Houston,2017-12-01,3.0,3.0,1.0,3.0,1.0,1,2.0,0.0,Neutral,0.0,1,5,2,452,currently looking for the luggage,145
"""Absolutely horrendous experience""",A350,Couple Leisure,Economy Class,Las Vegas to London,2017-12-01,1.0,1.0,1.0,2.0,1.0,1,1.1666666666666667,-0.624,Negative,-0.624,0,3,3,39,absolutely horrendous experience,79
"""biggest disappointment was the cabin crew""",Boeing 747-400,Solo Leisure,Economy Class,Dubai to London Heathrow,2017-12-01,2.0,1.0,2.0,1.0,4.0,2,2.0,-0.5106,Negative,-0.5106,0,6,6,275,biggest disappointment was the cabin crew,129
"""cancelled due to heavy snow""",Boeing 747-400,Solo Leisure,Economy Class,New York to Budapest via London,2017-12-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.25,Negative,-0.25,0,5,1,275,cancelled due to heavy snow,129
"""I was very hungry throughout the service""",Boeing 787-9,Solo Leisure,Economy Class,Tokyo Narita to London Heathrow,2017-12-01,2.0,1.0,1.0,1.0,2.0,1,1.3333333333333333,0.0,Neutral,0.0,1,7,2,54,i was very hungry throughout the service,184
"""quite disappointed with my experience""",A320,Couple Leisure,Economy Class,Hamburg to London Heathrow,2017-06-01,3.0,2.0,2.7091954022988505,2.636533432947329,5.0,2,2.890954805874363,-0.5256,Negative,-0.5256,0,5,1,662,quite disappointed with my experience,26
"""a poor economy class product""",A320,Family Leisure,Economy Class,London to Pisa,2017-10-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.4767,Negative,-0.4767,0,5,5,662,a poor economy class product,26
"""no longer a full service airline""",A320,Family Leisure,Economy Class,London to Toulouse,2017-10-01,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,Neutral,0.0,1,6,2,662,no longer a full service airline,26
"""Lovely, friendly crew""",Boeing 787-900,Solo Leisure,Business Class,London to Santiago,2017-11-01,5.0,5.0,4.0,4.0,4.0,5,4.5,0.7906,Positive,0.7906,2,3,3,8,lovely friendly crew,190
"""morphing into a low-cost carrier""",A320,Couple Leisure,Economy Class,London to Rome,2017-11-01,5.0,3.0,2.7091954022988505,2.636533432947329,5.0,5,3.890954805874363,0.0,Neutral,0.0,1,5,6,662,morphing into a lowcost carrier,26
"""used to include complimentary tea/sandwich""",A320,Solo Leisure,Economy Class,London to Manchester,2017-11-01,4.0,5.0,2.7091954022988505,2.636533432947329,4.0,4,3.724288139207696,0.4404,Positive,0.4404,2,5,4,662,used to include complimentary teasandwich,26
"""little to complain about""",Boeing 777,Solo Leisure,Premium Economy,London to Seattle,2017-11-01,4.0,4.0,4.0,3.0,4.0,4,3.8333333333333335,-0.3008,Negative,-0.3008,0,4,5,452,little to complain about,145
"""policy of charging to book a seat""",Boeing 777,Solo Leisure,Premium Economy,Seattle to London,2017-11-01,4.0,4.0,3.0,3.0,4.0,4,3.6666666666666665,0.0,Neutral,0.0,1,7,3,452,policy of charging to book a seat,145
"""ground service was really poor""",A320,Family Leisure,Economy Class,London to Barcelona,2017-06-01,1.0,1.0,2.7091954022988505,2.636533432947329,1.0,1,1.5576214725410298,-0.5256,Negative,-0.5256,0,5,5,662,ground service was really poor,26
"""the worst travel experience""",Boeing 747-400,Business,Economy Class,Vancouver to Edinburgh via London,2017-12-01,2.0,2.0,3.0,2.0,1.0,2,2.0,-0.6249,Negative,-0.6249,0,4,1,275,the worst travel experience,129
"""Noticeable cost cutting measures""",A319,Solo Leisure,First Class,London to Berlin Tegel,2017-11-01,2.0,2.0,1.0,1.0,4.0,2,2.0,-0.128,Negative,-0.128,0,4,1,196,noticeable cost cutting measures,10
"""1st product is very mediocre""",Boeing 777-200,Family Leisure,First Class,London Heathrow to Dubai,2017-11-01,3.0,4.0,2.0,2.0,3.0,1,2.5,0.0,Neutral,0.0,1,5,8,171,st product is very mediocre,157
"""sad experience from our national carrier""",Boeing 777-200,Family Leisure,First Class,Dubai to London Heathrow,2017-11-01,3.0,2.0,2.0,2.0,2.0,2,2.1666666666666665,-0.4767,Negative,-0.4767,0,6,6,171,sad experience from our national carrier,157
"""BA quality is severely lacking""",Boeing 777-200,Business,Business Class,Saint Lucia to London Gatwick,2017-11-01,2.0,3.0,2.0,4.0,4.0,2,2.8333333333333335,-0.4588,Negative,-0.4588,0,5,1,171,ba quality is severely lacking,157
"""fast and efficient service""",A320,Business,Business Class,London Heathrow to Belfast,2017-11-01,4.0,5.0,4.0,2.6,4.0,4,3.9333333333333336,0.4215,Positive,0.4215,2,4,2,662,fast and efficient service,26
"""it’s just spiralling down""",A380,Solo Leisure,Economy Class,London to Miami,2017-11-01,1.0,1.0,3.0,3.0,1.0,1,1.6666666666666667,0.0,Neutral,0.0,1,4,8,302,its just spiralling down,81
"""new improvements are excellent""",Boeing 747-400,Couple Leisure,Business Class,London Heathrow to New York JFK,2017-11-01,4.0,5.0,5.0,5.0,4.0,4,4.5,0.7184,Positive,0.7184,2,4,7,275,new improvements are excellent,129
"""unreliable, unprofessional airline""",A320/319,Business,Economy Class,Berlin to London City,2017-09-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.5106,Negative,-0.5106,0,3,2,4,unreliable unprofessional airline,48
"""pleasure to fly with a great airline""",A319/A321,Solo Leisure,Economy Class,Funchal to London Gatwick,2017-11-01,5.0,5.0,5.0,3.4,5.0,5,4.733333333333333,0.8316,Positive,0.8316,2,7,1,4,pleasure to fly with a great airline,25
"""One issue after another!""",A350,Couple Leisure,Business Class,Newcastle to San Francisco via London Heathrow,2017-08-01,4.0,5.0,4.0,4.0,3.0,3,3.8333333333333335,0.0,Neutral,0.0,1,4,1,39,one issue after another,79
"""BA needs to improve and fast""",A320-200,Couple Leisure,Business Class,Manchester to London,2017-10-01,1.0,3.0,3.0,3.4,1.0,3,2.4,0.4404,Positive,0.4404,2,6,2,14,ba needs to improve and fast,45
"""check in my carry on luggage for free""",Boeing 767,Family Leisure,Economy Class,London to Athens,2017-11-01,3.0,3.0,2.7091954022988505,2.636533432947329,1.0,2,2.390954805874363,0.5106,Positive,0.5106,2,8,11,68,check in my carry on luggage for free,140
"""sad to see how BA service went down""",A320/319,Business,Economy Class,Berlin Tegel to London Heathrow,2017-11-01,4.0,1.0,2.7091954022988505,2.636533432947329,2.0,1,2.2242881392076965,-0.4767,Negative,-0.4767,0,8,1,4,sad to see how ba service went down,48
"""a no frills business class""",Boeing 777,Couple Leisure,Business Class,London Heathrow to Doha,2017-10-01,2.0,3.0,2.0,1.0,2.0,3,2.1666666666666665,-0.296,Negative,-0.296,0,5,2,452,a no frills business class,145
"""British Airways is seriously lacking""",Boeing 777-300,Couple Leisure,Economy Class,Singapore to Sydney,2017-11-01,3.0,1.0,1.0,2.0,3.0,2,2.0,-0.1779,Negative,-0.1779,0,5,6,54,british airways is seriously lacking,167
"""BA is shameless and embarrassing""",A320,Business,Economy Class,London Heathrow to Basel,2017-11-01,2.0,1.0,1.0,1.4,1.0,1,1.2333333333333334,-0.6124,Negative,-0.6124,0,5,2,662,ba is shameless and embarrassing,26
"""poor quality product crew have to support""",Boeing 747,Couple Leisure,Economy Class,Miami to London Heathrow,2017-11-01,1.0,5.0,1.0,1.0,3.0,3,2.3333333333333335,-0.1027,Negative,-0.1027,0,7,7,135,poor quality product crew have to support,117
"""the worst airline I have flown""",Boeing 747-400,Business,Business Class,Prague to Washington via London,2017-11-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.6249,Negative,-0.6249,0,6,1,275,the worst airline i have flown,129
"""An excellent flight""",Boeing 747-400,Couple Leisure,First Class,Cape Town to London,2017-11-01,4.0,5.0,5.0,3.0,4.0,4,4.166666666666667,0.5719,Positive,0.5719,2,3,14,275,an excellent flight,129
"""the CEO is running BA to the ground""",Boeing 777-200 ER,Business,Premium Economy,Bangkok to London Heathrow,2017-09-01,2.0,4.0,3.0,1.0,5.0,3,3.0,0.0,Neutral,0.0,1,8,2,3,the ceo is running ba to the ground,160
"""bus transfer and arrival at 2.30am""",Boeing 747-400,Solo Leisure,Economy Class,London Gatwick to Verona,2017-10-01,4.0,2.0,2.7091954022988505,2.636533432947329,1.0,1,2.2242881392076965,0.0,Neutral,0.0,1,6,2,275,bus transfer and arrival at am,129
"""Short-haul with BA never again""",A319,Business,Economy Class,Madrid to London Heathrow,2017-09-01,3.0,4.0,2.7091954022988505,2.636533432947329,3.0,1,2.724288139207696,0.0,Neutral,0.0,1,5,7,196,shorthaul with ba never again,10
"""solid product and excellent crew""",Boeing 777-200,Solo Leisure,First Class,Tel Aviv to London,2017-11-01,5.0,4.0,5.0,4.0,2.0,5,4.166666666666667,0.6486,Positive,0.6486,2,5,2,171,solid product and excellent crew,157
"""was a very enjoyable flight""",Boeing 777-200,Solo Leisure,Business Class,London to Tel Aviv,2017-11-01,5.0,4.0,4.0,1.0,4.0,5,3.8333333333333335,0.4927,Positive,0.4927,2,5,4,171,was a very enjoyable flight,157
"""The service was brusque""",Boeing 787,Family Leisure,Economy Class,Kuala Lumpur to Madrid via London,2017-11-01,4.0,3.0,2.0,4.0,3.0,4,3.3333333333333335,0.0,Neutral,0.0,1,4,1,97,the service was brusque,172
"""inflight service was very poor""",A319,Solo Leisure,Economy Class,Madrid to London Heathrow,2017-11-01,3.0,1.0,1.0,1.4,2.0,3,1.9000000000000001,-0.5256,Negative,-0.5256,0,5,7,196,inflight service was very poor,10
"""this was not acceptable""",A319,Couple Leisure,Economy Class,Bologna to London Heathrow,2017-10-01,1.0,1.0,2.0,4.0,4.0,2,2.3333333333333335,-0.2411,Negative,-0.2411,0,4,1,196,this was not acceptable,10
"""prepare to be nickled and dimed""",Boeing 787,Couple Leisure,Economy Class,Baltimore to Rome via London,2017-11-01,1.0,2.0,1.0,1.0,1.0,1,1.1666666666666667,0.0,Neutral,0.0,1,6,1,97,prepare to be nickled and dimed,172
"""In-flight service good""",A380,Couple Leisure,Business Class,London Heathrow to Johannesburg,2017-11-01,4.0,4.0,4.0,3.0,4.0,4,3.8333333333333335,0.4404,Positive,0.4404,2,3,3,302,inflight service good,81
"""will think twice before choosing again""",A19,Solo Leisure,Economy Class,London Heathrow to Brussels,2017-11-01,4.0,1.0,3.0,1.0,5.0,3,2.8333333333333335,0.0,Neutral,0.0,1,6,5,4,will think twice before choosing again,6
"""a functional, disinterested service""",A380,Solo Leisure,Premium Economy,London to San Francisco,2017-10-01,1.0,1.0,1.0,3.0,3.0,1,1.6666666666666667,0.0,Neutral,0.0,1,4,8,302,a functional disinterested service,81
"""BA is just too cheap on it's product""",Boeing 787,Solo Leisure,Business Class,London Heathrow to Seoul Incheon,2017-01-01,3.0,4.0,2.0,3.0,2.0,3,2.8333333333333335,0.0,Neutral,0.0,1,8,1,97,ba is just too cheap on its product,172
"""BA is way behind other carriers""",Boeing 787,Solo Leisure,Business Class,Seoul Incheon to London Heathrow,2016-12-01,3.0,3.0,3.0,3.0,4.0,3,3.1666666666666665,0.0,Neutral,0.0,1,6,1,97,ba is way behind other carriers,172
"""It was the most uncomfortable flight""",Boeing 747,Business,Economy Class,Cape Town to London,2017-11-01,1.0,1.0,1.0,1.0,3.0,3,1.6666666666666667,-0.4391,Negative,-0.4391,0,6,14,135,it was the most uncomfortable flight,117
"""Cost cutting was in evidence""",A320,Solo Leisure,Business Class,London Heathrow to Bahrain,2017-11-01,2.0,3.0,3.0,1.0,1.0,3,2.1666666666666665,-0.128,Negative,-0.128,0,5,1,662,cost cutting was in evidence,26
"""crew amazingly helpful""",Boeing 747,Family Leisure,Business Class,London to Philadelphia,2017-10-01,4.0,5.0,2.0,4.0,4.0,4,3.8333333333333335,0.4754,Positive,0.4754,2,3,4,135,crew amazingly helpful,117
"""extra cost not justified""",Boeing 767,Business,Business Class,London to Edinburgh,2017-11-01,1.0,3.0,3.0,3.4,3.0,1,2.4,-0.3089,Negative,-0.3089,0,4,7,68,extra cost not justified,140
"""requested Asian vegetarian food""",Boeing 777-200,Family Leisure,Economy Class,Oakland to Gatwick,2017-10-01,1.0,1.0,1.0,1.4,1.0,1,1.0666666666666667,0.0,Neutral,0.0,1,4,1,171,requested asian vegetarian food,157
"""continually disappointed by British Airways""",A321,Business,Economy Class,Düsseldorf to London,2017-08-01,3.0,4.0,2.0,3.0,2.0,1,2.5,-0.4767,Negative,-0.4767,0,5,1,126,continually disappointed by british airways,59
"""need to clean the planes more often""",Boeing 787-9,Couple Leisure,Business Class,London to Santiago,2017-11-01,3.0,4.0,3.0,3.0,4.0,3,3.3333333333333335,0.4019,Positive,0.4019,2,7,3,54,need to clean the planes more often,184
"""Complete rip-off sums it up""",Boeing 747-400,Business,Business Class,London to New York JFK,2017-11-01,2.0,3.0,2.0,3.0,3.0,1,2.3333333333333335,0.0,Neutral,0.0,1,5,8,275,complete ripoff sums it up,129
"""exactly the same width and pitch""",A380,Couple Leisure,Business Class,Johannesburg to Victoria Falls,2017-10-01,1.0,3.0,3.0,1.0,1.0,1,1.6666666666666667,0.0,Neutral,0.0,1,6,1,302,exactly the same width and pitch,81
"""disappointed with the return flight""",Boeing 777-200,Couple Leisure,Business Class,London to Mumbai,2017-10-01,3.0,4.0,2.0,1.0,5.0,1,2.6666666666666665,-0.4767,Negative,-0.4767,0,5,6,171,disappointed with the return flight,157
"""They were refused boarding""",A380,Family Leisure,Business Class,London to Johannesburg,2017-10-01,2.0,2.0,2.7091954022988505,2.636533432947329,1.0,1,1.8909548058743633,-0.296,Negative,-0.296,0,4,21,302,they were refused boarding,81
"""The worst customer service""",A319,Business,Economy Class,Heathrow to Lyon,2017-11-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.6249,Negative,-0.6249,0,4,1,196,the worst customer service,10
"""Absolutely appalling service""",Boeing 747,Couple Leisure,Economy Class,London to New York,2017-11-01,1.0,1.0,1.0,4.0,1.0,1,1.5,-0.4201,Negative,-0.4201,0,3,9,135,absolutely appalling service,117
"""I had a horrid experience""",A320,Solo Leisure,Economy Class,Kingston to London Gatwick,2017-11-01,1.0,1.0,1.0,1.0,2.0,1,1.1666666666666667,-0.5423,Negative,-0.5423,0,5,1,662,i had a horrid experience,26
"""well below standards of competition""",A320,Couple Leisure,Economy Class,Heathrow to Barcelona,2017-11-01,2.0,2.0,2.7091954022988505,2.636533432947329,3.0,2,2.390954805874363,0.2732,Positive,0.2732,2,5,1,662,well below standards of competition,26
"""just getting worse and worse""",A380,Business,Business Class,Singapore to London,2017-10-01,1.0,3.0,1.0,2.0,2.0,1,1.6666666666666667,-0.7351,Negative,-0.7351,0,5,12,302,just getting worse and worse,81
"""a better BA experience""",A319,Couple Leisure,Business Class,London to Rome,2017-10-01,2.0,5.0,5.0,3.4,4.0,3,3.733333333333333,0.4404,Positive,0.4404,2,4,6,196,a better ba experience,10
"""ashamed this is my national airline""",Boeing 787,Solo Leisure,Premium Economy,Heathrow to Dubai,2017-09-01,1.0,1.0,1.0,1.0,1.0,1,1.0,-0.4767,Negative,-0.4767,0,6,1,97,ashamed this is my national airline,172
"""one of the worst flights""",Boeing 777,Solo Leisure,Economy Class,Tokyo Haneda to Heathrow,2017-10-01,1.0,2.0,1.0,1.0,2.0,3,1.6666666666666667,-0.6249,Negative,-0.6249,0,5,1,452,one of the worst flights,145
"""today just another 2 star airline""",Boeing 787-8,Business,Business Class,London to Toronto,2017-10-01,2.0,2.0,1.0,1.0,1.0,2,1.5,0.0,Neutral,0.0,1,6,10,16,today just another  star airline,178
"""BA is now grossly overpriced""",Boeing 747-400,Business,First Class,New York JFK to London,2017-10-01,3.0,4.0,3.0,4.0,3.0,2,3.1666666666666665,-0.2263,Negative,-0.2263,0,5,4,275,ba is now grossly overpriced,129
"""I will not use BA again""",A320,Couple Leisure,Economy Class,Gatwick to Marrakech,2017-10-01,1.0,1.0,2.7091954022988505,2.636533432947329,3.0,1,1.8909548058743633,0.0,Neutral,0.0,1,6,3,662,i will not use ba again,26
"""on-board experience was good""",A380,Solo Leisure,Economy Class,Los Angeles to London Heathrow,2017-07-01,4.0,4.0,4.0,4.0,4.0,4,4.0,0.4404,Positive,0.4404,2,4,8,302,onboard experience was good,81
"""pleasant and well organised""",A320,Solo Leisure,Economy Class,Gatwick to Cagliari,2017-10-01,4.0,4.0,2.0,2.0,4.0,3,3.1666666666666665,0.6597,Positive,0.6597,2,4,2,662,pleasant and well organised,26
